game_name,app_id,review_text,user_score,voted_up,source,genres,price,Unnamed: 8,original_sentiment,split_type
Nioh 2,8782,"The fighting style of the game is very fun and very varied, I didn't feel the repetition of the fighting until after the end of the game story, the fighting is very polished and balanced and adds a great challenge to the player to finish the stages in general, the leaders in particular, and a great deal of movement in the first part. There is a great variety of weapons and armor, ending the game story and many side tasks, and I still find new weapons and armor and each weapon with a particular style and weight, abilities and characteristics that are different from the other weapons and the words apply to the armor, and the ability to change the design of the weapon or armor and its appearance in general.",6.0,TRUE,SaudiGamer,Action,49.99,1325200.0,TRUE,original
Nioh 2,8782,"The storyline is very primitive and you won't be disappointed by its events, even the sound representation doesn't improve for games of this generation unfortunately. The stage designs are very repetitive and similar to different stages, most of the stages are the same design and almost the same track. The difficulty of the game is very variable and unbalanced, some stages are very easy and completed from the first experience and in very short time, and some stages have taken too long to be difficult and long!",4.0,FALSE,SaudiGamer,Action,49.99,1325200.0,FALSE,original
No Man's Sky,2393,This is a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It,7.0,True,IGN,"Adventure, Action, RPG, Simulation, Indie, Massively Multiplayer",59.99,275850.0,Neutral,positive
No Man's Sky,2393,"No Man's Sky may not be the perfect game in all respects but is plagued by many operational and graphical problems, but it is certainly a bold move that took advantage of random generation technology to provide us with an amazing world of multi-dimensional size, shape and color diversity, forcing us to appreciate this game that the small Hello Games studio has been working on for many years.",3.0,False,IGN,"Adventure, Action, RPG, Simulation, Indie, Massively Multiplayer",59.99,275850.0,Neutral,negative
No Straight Roads,9519,"The style of play is superficial and sometimes chaotic, in short, you can control the character while hitting enemies close strikes and avoiding their strikes, along with long strikes, special moves, and the like. What I experienced was that playing was normal and I often encountered control and camera problems (sometimes you have to walk to areas not in the field of view of the camera), more than once you received strikes despite trying to avoid them. The game tells you that the strikes of enemies are synchronous with the rhythm of the music but with the beat it can never be relied upon to have more than one enemy or leader hitting different strikes.",4.0,FALSE,SaudiGamer,"Action, RPG",,,FALSE,original
No Straight Roads,9519,"This is a great game. Music is the basis of the game, each area and leader specializes in a type of music that harmonizes with the stage environment visually and audibly. The sound performance is excellent as well as the characters are great, the dialogue of the main characters in the storylines is good, funny and noteworthy and the quality of the actors' performance is remarkable.",6.0,TRUE,SaudiGamer,"Action, RPG",,,TRUE,original
Nobunaga’s Ambition: Taishi,6182,This is one of the best strategy games I've ever played. It's a great strategy game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It,9.0,True,IGN,"online, history",59.99,628890.0,Neutral,positive
Nobunaga’s Ambition: Taishi,6182,"It's a good game, but it's not worth the money. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a good game, but it's not worth the money. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It's a slow-paced strategy game that takes place somewhat slowly and requires long hours of play. It'",5.0,False,IGN,"online, history",59.99,628890.0,Neutral,negative
Octopath Traveler,6231,This game is a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's,4.0,FALSE,SaudiGamer,"Adventure, RPG",59.99,921570.0,FALSE,original
Octopath Traveler,6231,This is a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It,6.0,TRUE,SaudiGamer,"Adventure, RPG",59.99,921570.0,TRUE,original
Octopath Traveler II,13900,"The side-task system is catastrophic and I don't know how the developers thought it was a good system in any way, so once you accepted the task there is no indication or information to tell you where to start the task and what to do, some tasks contain hints but most don't agree with them unfortunately, the difference in difficulty, which is considered to be a slightly better problem than the previous part but it hasn't been solved, you'll be surprised at times when you're overcome by the fact that there's a high level of leadership at level 14 in this area, and this is something that some people didn't understand at the time.",4.0,FALSE,SaudiGamer,Strategy,59.99,1971650.0,FALSE,original
Octopath Traveler II,13900,"The art direction is considered to be the best graphics ever and every time Square Enix outperforms itself, every 2D-HD version of the game will be more productive than its predecessor, and this may be due to the game's performance on the new generation of consoles, which helps to make the art direction appear better. The character's versatility, the character's versatility of some of the game's consoles was more beautiful and the game's best graphics are better than the game's predecessor consoles, but you may have heard a lot of the game's music in the new generation of consoles, and you may have heard a lot of the game's music in the new generation of consoles, as well as the game's music in the new generation of consoles, as well as the game's music in the new generation of consoles,",6.0,TRUE,SaudiGamer,Strategy,59.99,1971650.0,TRUE,original
Okami HD,5112,"The graphics are similar to an oil painting of Japanese folklore, with your movement and the movement of the world presented in lines as if from a drawing brush and drawing of the rose behind you, so even after more than 10 years it still has an attractive appearance, especially with its precision support for the right devices. The transformation of the dead world into one full of life and the sight of trees, grasses and flowers in front of you, is your main goal in the game, a scene that does not lose its power until it is repeated several times before you. The game takes place in Japan in the past and contains many historical and mythical characters that give it a distinctive characteristic, such as a lack of humanity.",6.0,TRUE,SaudiGamer,"Adventure, Action",19.99,587620.0,TRUE,original
Okami HD,5112,"The graphics are getting more accurate, but the game's performance on PlayStation 4 Pro, Xbox One X and PC is limited to 30 frames per second unlike many re-releases from the same publisher and other publishers.",4.0,FALSE,SaudiGamer,"Adventure, Action",19.99,587620.0,FALSE,original
OlliOlli World,12617,"OlliOlli World offers us the experience of skiing that we hope to gain, and indeed the Roll7 team can extract its experience from previous parts of OlliOlli during this game, starting with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal and distinctive handwriting, the game provided us with its artistic appeal",10.0,True,IGN,"Platformer, Indie, Action, Sports",19.99,1190170.0,Neutral,positive
OlliOlli World,12617,This game is a complete waste of time and money. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOlli game. It's a ripoff of the original OlliOll,7.0,False,IGN,"Platformer, Indie, Action, Sports",19.99,1190170.0,Neutral,negative
One Piece Odyssey,14178,This is a very good game. The combat system is very smooth and the distance between you and your enemy plays an important role in some skills. Exploring is often fun as each character has his or her own skills to help you reach areas such as Luffy's ability to climb some distant places and Chopper's ability to reach narrow places due to his or her small size. The combat system is very smooth and the distance between you and your enemy plays an important role in some skills. Exploring is often fun as each character has his or her own skills to help you reach areas such as Luffy's ability to climb some distant places and Chopper's ability to reach narrow places due to his or her small size. The combat system is very smooth and the distance between you and your enemy plays an important role in some skills. Exploring is often fun as each character has his or her own skills to help you reach areas such as Luffy's ability to climb some distant places and Chopper's ability to reach narrow places due to his or her small size. The combat system is very smooth and the distance between you and your enemy plays an important role in some skills. Exploring is often fun as each character has his or her own,6.0,TRUE,SaudiGamer,"Action, RPG",39.99,814000.0,TRUE,original
One Piece Odyssey,14178,"The exploration element is fun, but it can sometimes get annoying, especially at the end of the game. Climbing this, breaking the wall and then climbing again, many of which caused me to be dissatisfied with the last part of the game. The game level is very easy and I did not face any challenge that made me think like most other role-playing games and there is no option to change the difficulty. Lack of option to automatically pass texts during conversations makes me bored in many movie clips, especially in such a game that involves a lot of conversations.",4.0,FALSE,SaudiGamer,"Action, RPG",39.99,814000.0,FALSE,original
ONE PIECE World Seeker,7388,"I don't think there's anything that will make you buy this game, the short story and the way it's narrated is very weak and boring, the open world is very limited and there are very few activities, you might like the little skill tree to open up fun combat moves and a great design for the game world and its characters, with a variety of enemies characters and their fighting mechanism, but this really isn't the developer's invention but the original animation, and even the greatest animation lover can get close to this boring and weak experience.",9.0,True,IGN,"Adventure, Action",59.99,755500.0,Neutral,positive
ONE PIECE World Seeker,7388,"I don't think there's anything that will make you buy this game, the short story and the way it's narrated is very weak and boring, the open world is very limited and there are very few activities, you might like the little skill tree to open up fun combat moves and a great design for the game world and its characters, with a variety of enemies characters and their fighting mechanism, but this really isn't the developer's invention but the original animation, and even the greatest animation lover can get close to this boring and weak experience.",5.0,False,IGN,"Adventure, Action",59.99,755500.0,Neutral,negative
ONE PIECE World Seeker,7388,"This is a good game, but it lacks diversity in the basic tasks. I wish the game could use one of the straw hat crew characters effectively to diversify the style of the tasks a little. As an open world game, it does not contain the varied content and details known to current games, while at the same time offering strange moments, before the fight shows you that one of your team members will help you in the fight but when the fight begins you will find yourself alone.",4.0,FALSE,SaudiGamer,"Adventure, Action",59.99,755500.0,FALSE,original
ONE PIECE World Seeker,7388,"The story is self-contained and unrelated to any particular event in the series until it opens the way for anyone to enjoy its exciting world. Lovie is the most suitable character to navigate in an open world as a rubber man, so if you want to travel long distances, just set the indicator on trees, buildings, or boards and automatically tap into the area that you can tap into and then move to, such as a shooter.",6.0,TRUE,SaudiGamer,"Adventure, Action",59.99,755500.0,TRUE,original
One Piece: Pirate Warriors 3 Deluxe Edition,6080,"One Piece: Pirate Warriors 3 chronicles many of the events of the anime in up to 20 hours, and the game has already succeeded in summarizing the events of the anime in that time without missing any important element of the anime events, the game also offers an easy and seamless gameplay in a series of popular anime islands, to provide you with hours of fun despite the game's great ease and some of the interactive dialogues that make me unable to understand all the events well, but it is ultimately a unique experience on the Switch.",10.0,True,IGN,"Adventure, Action",,,Neutral,positive
One Piece: Pirate Warriors 3 Deluxe Edition,6080,I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm not a fan of this game. I'm,7.0,False,IGN,"Adventure, Action",,,Neutral,negative
One Piece: Pirate Warriors 4,9181,This is a very good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game. It's a good game.,6.0,TRUE,SaudiGamer,Action,39.99,1089090.0,TRUE,original
One Piece: Pirate Warriors 4,9181,"The movie clips used in the game were made with the game engine, and were not fun to watch, it was best to keep the animated footage from the game as it happened with Berserk.",4.0,FALSE,SaudiGamer,Action,39.99,1089090.0,FALSE,original
One Piece: Pirate Warriors 4,9181,"This is one of the best games I've played in a long time. It's a fun and crazy game, with a fun and crazy gameplay system, and a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It's a fun and crazy game, with a fun and crazy gameplay system. It'",10.0,True,IGN,Action,39.99,1089090.0,Neutral,positive
One Piece: Pirate Warriors 4,9181,This is the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst game I've ever played. It's the worst,6.0,False,IGN,Action,39.99,1089090.0,Neutral,negative
Onimusha 2: Samurai's Destiny (2025),18124,The gameplay hasn't improved and the old game still isn't available on the platforms of the new generation.,4.0,FALSE,ArabHardware,Action,,,FALSE,original
Onimusha 2: Samurai's Destiny (2025),18124,This is a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a very good game. It's a,6.0,TRUE,SaudiGamer,Action,,,TRUE,original
Onimusha 2: Samurai's Destiny (2025),18124,"This is a very good game. The graphics are very good, and the game comes at a fantastic price.",5.0,FALSE,ArabHardware,Action,,,FALSE,original
Onimusha 2: Samurai's Destiny (2025),18124,"The sound performance in English is very bad and kills any serious scene, while the scenes and performance in Japanese are not much better. The constant change in camera angle and the large size of the fixed backgrounds makes fighting and shooting sometimes harder and more messy than it should be.",4.0,FALSE,SaudiGamer,Action,,,FALSE,original
Onimusha: Warlords Remastered,6861,"A fun and varied combat system gives you the freedom to move quickly between three types of weapons and forces, like a thunderblade, fire sword, or wind sword. Improved control of the game. Since it has become supported by the usual control using a control stick towards the desired location, whereas previously it was restricted to the old control similar to that in Resident Evil HD and Resident Evil 0 HD.",6.0,TRUE,SaudiGamer,Action,,,TRUE,original
Onimusha: Warlords Remastered,6861,"This game is a must-see for fans of Samurai Samnoski. The battle system is still great, and it is a must-see game if you are a fan of the game or want to get to know its world, hopefully it will be the beginning of the availability of other enhanced versions of Onimusha and a new release. This game is one of the shorter linear games, but it is an excellent work by Capcom in terms of improving graphics performance in gameplay and cinematics as well as in control mode, and more than that, even in 2019, the battle system is still great, and it is definitely a must-see game whether you are a fan of the game or want to get to know its world, hopefully it will be the beginning of the availability of other enhanced versions of Onimusha and a new release.",7.0,True,IGN,Action,,,Neutral,positive
Onimusha: Warlords Remastered,6861,"It's a good game, but it's not a good game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad game. It's a bad",3.0,False,IGN,Action,,,Neutral,negative
Onimusha: Warlords Remastered,6861,"The quality of the re-release is poor, and without the existence of the achievements (Trophies/Achievements) I would have said that they are completely compatible with the PlayStation 2 release. Capcom did not cost itself to improve the image quality greatly. The life of the game is too short even if you play it for the first time! to the point of having an achievement that requires you to finish it in less than 3 hours!",4.0,FALSE,SaudiGamer,Action,,,FALSE,original
Oninaki,7881,"This is one of the best games I've played in a long time. It's a great way to explore and change the game's rhythm of monsters, their power, and getting boxes in which you are used to in order to develop your character. The stories of the spirits of weapons narrate in a beautiful way with the sound of the spirit of the weapon and speak about themselves and their feelings at the time of the events and each story differs from the other in that you get to know them more and leave them with you. It's a great way to explore and change the game's rhythm of monsters, their power, and getting boxes in which you are used to in order to develop your character. It's a great way to explore and change the game's rhythm of monsters, their power, and getting boxes in which you are used to in order to develop your character. It's a great way to explore and change the game's rhythm of monsters, their power, and getting boxes in which you are used to in order to develop your character. It's a great way to explore and change the game's rhythm of monsters, their power,",6.0,TRUE,SaudiGamer,"Action, RPG",49.99,987720.0,TRUE,original
Oninaki,7881,"There are significant differences between the weapons used, but the speed of the game in combat often does not change and does not differ when the game changes between the weapons, this flaw greatly affects the intensity of the battle and the opinion of the developer in the combat system is unacceptable, because the design can be new and distinctive and enhances the potential of this era but mimics the classic time and derives its significance.",4.0,FALSE,SaudiGamer,"Action, RPG",49.99,987720.0,FALSE,original
Onrush,6179,"This game is a great choice for those who are tired of car games and are looking for something completely different and carefully designed, there is a lack of content that can be fixed later, but be prepared for some addiction!",10.0,True,IGN,"Racing, Arcade, Action",,,Neutral,positive
Onrush,6179,"It's a good game, but it's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money. It's not worth the money",6.0,False,IGN,"Racing, Arcade, Action",,,Neutral,negative
Ori and the Will of the Wisps,7403,"The graphics are very beautiful and artistic and can be compared and likened to the best Pixar movies, there are many details and effects, and an artistic direction rich in imagination, as well as great and appropriate music, and the storytelling gives the game a mysterious fictional character that will stay with you. It's a beautiful game for both the player and the audience.",6.0,TRUE,SaudiGamer,"Platformer, Adventure, Action",29.99,1057090.0,TRUE,original
Ori and the Will of the Wisps,7403,"This is a very good game. The graphics are very good. The sound is very good. There are some technical problems on the PC and affecting the sounds. I also encountered a problem in one of the side tasks that prevented me from completing it. Also, it may not be related to technical problems, but there are areas that have been fully explored but mentioned as being explored 98% or 99% without knowing the reason. Also, it may not be related to technical problems, but there are areas that have been fully explored but mentioned as being explored 98% or 99% without knowing the reason. Also, it may not be related to technical problems, but there are areas that have been fully explored but mentioned as being explored 98% or 99% without knowing the reason. Also, it may not be related to technical problems, but there are areas that have been fully explored but mentioned as being explored 98% or 99% without knowing the reason. Also, it may not be related to technical problems, but there are areas that have been fully explored but mentioned as being explored 98% or 99% without knowing the reason. Also, it may not be related to technical problems, but there are areas that have been fully explored but mentioned as being explored 98%",4.0,FALSE,SaudiGamer,"Platformer, Adventure, Action",29.99,1057090.0,FALSE,original
Outriders Worldslayer,13311,"Outriders Worldslayer looks like an expansion designed to cater to veteran fans who have stuck with the game since last year instead of expanding to accommodate a wider audience. People Can Fly has added some really great new gameplay styles, which have expanded the progression systems to a purposeful and interesting one, but they haven't provided much content to use this new style of play on it. Outriders is still a fun and enjoyable arcade game with a great fighting system and offers, but there isn't enough new content to use this new style of play on it. People Can Fly has added some really great new gameplay styles, which have expanded the progression systems to a purposeful and interesting one, but they haven't provided much content to use this new style of play on it. Outriders Worldslayer looks like an expansion designed to cater to veteran fans who have stuck with the game since last year instead of expanding to accommodate a wider audience.",9.0,True,IGN,"Shooter, Action, RPG",14.99,1785250.0,Neutral,positive
Outriders Worldslayer,13311,"Outriders Worldslayer looks like an expansion designed to cater to veteran fans who have stuck with the game since last year instead of expanding to accommodate a wider audience. People Can Fly has added some really great new gameplay styles, which have expanded the progression systems to a purposeful and interesting one, but they haven't provided much content to use this new style of play on it. Outriders is still a fun and enjoyable arcade game with a great fighting system and offers, but there isn't enough new content to use this new style of play on it. People Can Fly has added some really great new gameplay styles, which have expanded the progression systems to a purposeful and interesting one, but they haven't provided much content to use this new style of play on it. Outriders Worldslayer is still a fun and enjoyable arcade game with a great fighting system and offers, but there isn't enough new content to use this new style of play on it.",5.0,False,IGN,"Shooter, Action, RPG",14.99,1785250.0,Neutral,negative
Overcooked 2,6225,"The experience of playing online with friends is smooth and I have not had any problems with it either in terms of invitations, downloading stages or even playing.",6.0,TRUE,SaudiGamer,"Casual, Indie, Arcade, Simulation",48.49,728880.0,TRUE,original
Overcooked 2,6225,"It's a great game to play with your family, friends, and co-workers. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with your friends and family. It's a great game to play with",10.0,True,IGN,"Casual, Indie, Arcade, Simulation",48.49,728880.0,Neutral,positive
Overcooked 2,6225,"It's a good game, but it's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not a good game. It's not",7.0,False,IGN,"Casual, Indie, Arcade, Simulation",48.49,728880.0,Neutral,negative
Overcooked 2,6225,"The problem is that getting stars at some stages is so easy that we get 3 stars at a time when we think we have failed the task. The good thing is that the problem can be solved with a simple update by redistributing points and performing on the stars. Each stage of the game requires a certain number of stars to open it, and this is supposed to motivate players to move on to previous stages and play again in order to get as many stars as possible. The problem is that in most stages of the game we face difficulty in opening it, as the game requires very few characters to be produced, and this can only be developed from the player's previous set of characters to the player's previous set of characters.",4.0,FALSE,SaudiGamer,"Casual, Indie, Arcade, Simulation",48.49,728880.0,FALSE,original
Override: Mech City Brawl,6976,"This game offers a fun online experience, especially with friends, and offers fun and entertaining gameplay mechanisms, but it suffers from a significant lack of content and problems of varying importance in the gameplay.",9.0,True,IGN,"Indie, Action",,,Neutral,positive
Override: Mech City Brawl,6976,"This game is a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's a waste of time, money, and resources. It's",5.0,False,IGN,"Indie, Action",,,Neutral,negative
Overwatch,1673,This is a great game. It's easy to understand and has a lot of fun. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's a great game. It's,10.0,True,IGN,"Casual, Shooter, Massively Multiplayer, Action",0.0,2357570.0,Neutral,positive
Overwatch,1673,I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm not a fan of Overwatch. I'm,7.0,False,IGN,"Casual, Shooter, Massively Multiplayer, Action",0.0,2357570.0,Neutral,negative
Overwatch - Switch,8451,"Blizzard has continued to support the game for nearly 4 years with ongoing events and updates such as sporting events with the Summer Olympics, the Christmas and Halloween seasons. A huge and diverse selection of characters to complete compared to the time of its release. Blizzard has continued to support the game for nearly 4 years with ongoing events and updates such as sporting events with the Summer Olympics, the Christmas and Halloween seasons. A huge and diverse selection of characters to complete compared to the time of its release.",6.0,TRUE,SaudiGamer,"Casual, Shooter, Massively Multiplayer, Action",4.53,259251.0,TRUE,original
Overwatch - Switch,8451,"This is one of the best Overwatch games I've ever played. It's a good game, but it's a bit slow. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's a bit slow, but it's a good game. It's",10.0,True,IGN,"Casual, Shooter, Massively Multiplayer, Action",4.53,259251.0,Neutral,positive
Overwatch - Switch,8451,This game is a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's a waste of time and money. It's,7.0,False,IGN,"Casual, Shooter, Massively Multiplayer, Action",4.53,259251.0,Neutral,negative
Overwatch - Switch,8451,"It's a good game, but it's also a bit slow.",4.0,FALSE,SaudiGamer,"Casual, Shooter, Massively Multiplayer, Action",4.53,259251.0,FALSE,original
Overwatch 2,13288,"Despite the many challenges that XP offers, you'll need to spend long hours getting the characters of the game if you want the free experience. and since any player can pay to get all the characters, this could create an uneven confrontation in a game that relies heavily on its competing edges. the game is closer to a massive expansion of the first part rather than a new part due to the limited new additions to it.",4.0,FALSE,SaudiGamer,"Shooter, Massively Multiplayer, Action",0.0,2357570.0,FALSE,original
