game_name,app_id,review_text,user_score,voted_up,source,genres,price,review_text_original,word_count
Marvel's Spider-Man: Miles Morales,10480,"The game is similar to the previous installment, both in terms of events and how you're up against two warring teams, combat system, or reworked side-tasks, resources and challenges.It's better than the add-on content of the previous installment but not necessarily an evolution of it.",4.0,FALSE,SaudiGamer,Action,49.99,اللعبة شبيهة بالجزء السابق سواء الأحداث وكيف أنك ضد فرقتين متحاربتين أو نظام القتال أو المهام الجانبية المكررة والموارد التي تجمعها والتحديات. هي أفضل من المحتويات الإضافية للجزء السابق لكنها ليست تطور بالضرورة عنه.,45
Marvel's Spider-Man: The Heist,6783,"The addition of The Heist to Spider-Man is just more of the same, it's a preview of what's to come in the story, and it's just the beginning, but it's shed even more light on many's favorite Black Cat character and has provided stronger enemies who will give you more of a challenge to the abilities you've learned throughout your journey in the game.",9.0,Neutral,IGN,"Adventure, Action",,تعتبر إضافة The Heist للعبة Spider-Man هي مجرد المزيد من نفس الشيء، فهي تعتبر مقدمة لما هو قادم في القصة، وليست سوى مجرد بداية، ولكنها ألقت الضوء بشكل أكبر على شخصية Black Cat المفضلة للكثيرين وقدمت أعداء أقوى يقدموا لك المزيد من التحدي للقدرات التي تعلمتها طوال رحلتك في اللعبة، فإذا أعجبتك اللعبة الرئيسية فيمكنك لعب الإضافة التي يبلغ مدتها 3 ساعات أو أن تنتظر والعب الثلاث إضافات سوياً عند إطلاقهم جميعاً.,64
Marvel's Spider-Man: The Heist,6783,"No new moves or tools are added, and even the three suits do not contain any powers, as well as the gameplay is no different from the basic game but instead of collecting bags the collection of art boards but the thefts are present and the shape of the enemies changes.",4.0,FALSE,SaudiGamer,"Adventure, Action",,لا تقدم الإضافة أي حركات أو أدوات جديدة، وحتى الثلاث بزات لا تحتوي على أي قوى، وكذلك طريقة اللعب لا تختلف عن اللعبة الأساسية ولكن بدلًا من جمع الشنطات أصبحت تجمع لوحات فنية لكن السرقات موجودة وإن تغير شكل الأعداء. كذلك تخلو الإضافة من قتال أي زعماء. حتى مقارنة باللعبة الأساسية فالأماكن والمهام لا تعد الأفضل فهي أقرب إلى المهمات متوسطة الجودة في اللعبة الأساسية، ومهام التخفي تعود للأسف.,51
Marvel's Spider-Man: The Heist,6783,"In addition to Spider-Man, it shares its main features such as excellent graphics, smooth, fast mobility, fun and varied combat, and of course you can use all the moves, gear, and tools you've gained in the main game.The story is good, the Black Cat character, and its relationship with Peter and MJ is well-presented and appealing.",6.0,TRUE,SaudiGamer,"Adventure, Action",,كإضافة للعبة سبايدرمان فهي تشاركها في ميزاتها الرئيسية مثل الرسوم الممتازة والتنقل السلس والسريع والقتال الممتع والمتنوع، وطبعًا تستطيع استخدام جميع الحركات والبزات والأدوات التي حصلت عليها في اللعبة الرئيسية. القصة جيدة وشخصية Black Cat وعلاقتها مع Peter و MJ مقدمة بشكل جيد وجذاب. هناك تحديات جديدة مقدمة من شخصية Screwball ولوحات تبحث عنها من ضمن مهمة جانبية جديدة  وجرائم توقفها وقنابل تبطلها باستخدام إحدى أدواتك.,56
Marvel's Spider-Man: Turf Wars,6900,"The Turf Wars expansion doesn't offer anything new to the game, but the exciting post-screen scene paves the way for an interesting third and final content that will take some interesting turns. Eventually, the Turf Wars expansion helps plunge into the depths of the most interesting characters from the original game with Yuri Watanabe, and I'm curious to know where Insomniac Games will take them in the final content of the game.",8.0,Neutral,IGN,"Adventure, Action",15.15,لا تقدم توسعة Turf Wars شيئاً جديداً للعبة، لكن مشهد ما بعد شاشة النهاية المشوق يمهد الطريق لمحتوى ثالث أخير مثير لا بد من أنه سيأخذ بعض المنعطفات المثيرة للاهتمام. في نهاية المطاف، تساعد توسعة Turf Wars على الغوص في أعماق الشخصيات الأكثر إثارة للاهتمام من اللعبة الأصلية مع Yuri Watanabe، وأنا أشعر بالفضول لمعرفة إلى أين ستأخذها Insomniac Games في المحتوى الأخير للعبة. لكن عدا عن ذلك، يمكن القول أن المحتوى الثاني عادي لكنه يبقى مسلياً بما يكفي ليجعلنا نتأرجح عبر آفاق منهاتن مرة أخرى.,72
Marvel's Spider-Man: Turf Wars,6900,"<span style=""font-weight: 400;"">in addition to the game it shares with it excellent graphics, smooth, fast mobility, fun and varied combat, and of course you can use all the moves, gear, and tools you've got in the main game.</span>",6.0,TRUE,SaudiGamer,"Adventure, Action",15.15,"<span style=""font-weight: 400;"">كإضافة للعبة فهي تتشارك معها في الرسوم الممتازة والتنقل السلس والسريع والقتال الممتع والمتنوع، وطبعًا تستطيع استخدام جميع الحركات والبزات والأدوات التي حصلت عليها في اللعبة الرئيسية.</span>",38
Mass Effect Andromeda,1547,"An exciting journey into a mysterious world that has never before been filled with human feet, and added to the joy of the game's accuracy and precise details provided by the Frostbite engine, whether you're wandering a forest full of exotic plants and brightly colored flowers, or driving the Nomads through an extended wilderness along the horizon, or straying your way into the Voeld planet because of its snowy emotions, you'll always feel like you're in a new and different world.",6.0,TRUE,SaudiGamer,"Action, RPG",39.99,رحلة مثيرة لعالم غامض لم تطأه قدم البشر من قبل، وما زاد من المتعة دقة رسوم اللعبة والتفاصيل الدقيقة التي يوفرها محرك Frostbite، سواء كنت تتجول في غابة مليئة بالنباتات الغريبة والزهور ذات الألوان الزاهية، أو تقود الـNomad في صحراء ممتدة على طول البصر أو ضللت طريقك في كوكب Voeld بسبب عواصفه الثلجية، ستشعر دوما أنك في عالم جديد ومختلف. محتوى ضخم يبقي اللاعب مشغولا لأكثر من 70 ساعة إذا كان من محبي التجول واستكشاف ملامح كل كوكب والتطرق لغالبية المهام الجانبية والتعرف على أسرار حضارة Remnant من خلال مجموعة من الألغاز تقوده لآثارهم المخفية بعناية في كل كوكب. أسلوب لعب ممتاز يعد الأفضل في مسار السلسلة من حيث التنوع والدقة والخيارات العديدة المتاحة للاعب ناهيك عن تصميم الأعداء والمعارك التي ترغمك على التحرك باستمرار واتباع أساليب مختلفة مع كل خصم لضمان القضاء عليه بنجاح. تنوع كبير في كم الأسلحة النارية المتوفرة للاعب سواء المسدسات أو البنادق أو الرشاشات الآلية أو حتى الأسلحة اليدوية، كل سلاح يمتلك عدة تعديلات (Mods) تزيد من فاعليته وتغير من طريقة استخدامه بحسب الأسلوب الذي يفضله كل شخص. قصة اللعبة ليست بقوة الثلاثية السابقة ولكنها تمتلك أسلوب سرد مميز وتهيئ الأجواء للاعب للانطلاق في مغامرة غامضة لإيجاد وطن جديد للبشرية، وما زاد من إثارة الأحداث طريقة تفاعل الشخصيات الأخرى مع الـPathfinder والألغاز التي تحيط بكل كوكب وتفرض على اللاعب التعاون مع كل حلفائه لمعرفة أسرار المجرة، القصة في المجمل كانت متوازنة ولم تشعرني بالملل سوى في بعض الحوارات التي لا فائدة منها. تقدم اللعبة تقنية مستقبلية دقيقة في كافة عناصرها ستشعر أنها نتاج سنوات من البحث وليست نسج من الخيال، سواء طريقة التحكم في السفينة الفضائية والتنقل بين الكواكب وتصميم مركبة Nomad وملامح حضارة الـRemnant والتكنولوجيا الثورية خلفها، وصولا إلى SAM نظام الذكاء الاصطناعي المتطور القادر على تحليل وتفسير كل ما يحدث حولك. قائمة المهارات تشمل خيارات ضخمة لكل شخصية لا تقتصر على اكتساب قدرات جديدة فقط وإنما تحسين الأدوات والمعدات التي يعتمد عليها المستخدم، بالإضافة لإمكانية تطوير قدرات باقي أعضاء فريقك بحرية تامة. طور لعب جماعي ممتع يضع اللاعب وأصدقائه في مواجهة أعداد لا تحصى من الأعداء تزداد صعوبتهم كلما نجح اللاعبون في التصدي لهم لفترة أطول، اللعب عبر الشبكة يوفر قدرات وخيارات تطوير مجزية مع الوقت، كما يفرض على اللاعبين التعاون سويا والتواصل صوتيا لعبور المرحلة بنجاح والتغلب على خصومهم. تمتلك Andromeda باقة مميزة من المقاطع الموسيقية التي تلائم كل مهمة ولا تسبب أي إزعاج بعكس معظم الألعاب التي قمت بتجربتها مؤخرا، أضف إلى ذلك الأداء الصوتي الحماسي لبعض الشخصيات الرئيسية والأصوات المميزة لكل كوكب بحسب تضاريسه.,81
Mass Effect Andromeda,1547,"Mass Effect: Andromeda is a game that is not connected to the previous installments of Mass Effect but Bioware took some of the factors that made the previous installments successful and placed them in this installment. but these factors were not enough to make me forget about the empty world, superficial characters, technical problems, etc. but the gameplay experience will vary from person to person and will depend on how attached he is to the series.",7.0,Neutral,IGN,"Action, RPG",39.99,لعبة Mass Effect: Andromeda  هي لعبة غير متصلة بالأجزاء السابقة من Mass Effect ولكن Bioware اخذت بعض العوامل التي جعلت الأجزاء السابقة ناجحه ووضعتها في هذا الجزء. ولكن هذه العوامل لم تكن كافية لجعلي اتغضى عن العالم الخالي، الشخصيات الشبه سطحية، المشاكل التقنية وغيرها. ولكن تجربة اللعب ستختلف من شخص لإخر وستتعلق بمدى تعلقه بالسلسلة.,76
Mass Effect Legendary Edition,11290,"The new version of the trilogy comes with many improvements for the price of a single game in our modern times, so it is considered an ideal opportunity for those who have never heard of Shepard's story before and there are many improvements that might convince the old player to return to the series again and most importantly great flexibility in the transfer of your character and achievements between the three games, only suffering from some errors in sound effects and some flaws that are still noticeable in the style of play.",7.0,Neutral,IGN,"Shooter, Adventure, Action, RPG",59.99,تأتي النسخة الجديدة من الثلاثية بالكثير من التحسينات مقابل سعر لعبة واحدة في وقتنا المعاصر، ولذلك هي تعتبر فرصة مثالية لمن لم يتعرف على قصة Shepard من قبل وهنالك العديد من التحسينات التي قد تقنع اللاعب القديم في العودة إلى السلسلة مرة أخرى وأهمها سهولة مرونة كبيرة في نقل شخصيتك وإنجازاتك بين الألعاب الثلاثة، تعاني فقط من بعض الأخطاء في المؤثرات الصوتية وبعض العيوب التي لا تزال ملحوظة في أسلوب اللعب,92
Master Detective Archives: Rain Code,15159,"The game combines elements of cartoons with its numerous conversations and cinematic scenes, with adventure play, exploration of the city, and conversation with its inhabitants, as well as side-tasks to help the inhabitants with their daily problems. This combination gives the game a distinctive character and a different understanding and allows you to get to know the game world and its history in a more interactive way. The game takes place in the city of Kanai, where the action never stops, while the city is ruled by Amaterasu, whose guards leave the police and go to the city with a group of detectives to solve their puzzles in turn.",6.0,TRUE,SaudiGamer,RPG,59.99,اللعبة تمزج عناصر القصص المصورة بمحادثاتها العدة ومشاهدها السينمائية مع لعب المغامرات واستكشاف المدينة والحديث مع سكانها، بالإضافة إلى مهام جانبية عبارة عن مساعدتهم السكان في متاعبهم اليومية. المزيج هذا يعطي اللعبة طابعًا مميزًا ورتمًا مختلفًا ويجعلك تتعرف على عالم اللعبة وتاريخها بشكل تفاعلي أكثر. أحداث اللعبة تقع في مدينة Kanai والتي لا يتوقف فيها المطر أبدًا، بينما تحكم المدينة شركة Amaterasu ويقوم حراسها بدور الشرطة وتذهب للمدينة مع مجموعة محققين لحل ألغازها لكنك بدورك فقدت ذاكرتك وهناك علامات استفهام حول ماضيك. مع تقدم القصة تتضح بعض هذه الأسرار وتظهر ألغازًا أخرى تبقيك مشدودًا مع الأحداث. اللعبة مقسمة إلى فصول وفي كل فصل هناك جريمة قتل تحتاج أن تحلها عن طريق الحديث مع الشهود والمشتبهين بهم وتفقد الأدلة ومسرح الجريمة. بعدها تنتقل إلى متاهة الألغاز وهو مكان أشبه بقصر كبير تنقب فيه عن الحقيقة عن طريق ألعاب مصغرة مثل مواجهة جمل النفي من المجرم بأدلة من عندك تستخدمها على شكل سيف تقطع فيه الشك باليقين أو أزرار تحتاج ضغطها بسرعة قبل تحطم الأرض تحتك تعكس الجواب الصحيح. هذه ممتعة وقد تكون أفضل من مجرد اختيار ردود من قائمة. الشخصيات عامل مهم في مثل هذه الألعاب ولا تخلو اللعبة من الكوميديا والشخصيات غريبة الأطوار. في كل فصل هناك تركيز على أحد زملائك وتنجح اللعبة في تسليط الضوء على الشخصيات بشكل وافٍ. الرسوم ذات طابع كرتوني وجيدة الغرض واللعبة تنجح في تصوير المدينة على أنها مكان قائم بمعالم مميزة وستجد نفسك تحفظ أرجاءه بسهولة بينما الموسيقى جيدة عمومًا خصوصًا مقطوعات الجاز خلال التحقيق.,109
Master Detective Archives: Rain Code,15159,"The design of the characters is similar to the team's previous games but with the exception of the large eyes, they are less distinctive and reflect this also on their characters.",4.0,FALSE,SaudiGamer,RPG,59.99,تصميم الشخصيات شبيه بألعاب الفريق السابقة لكنها عدا العيون الضخمة أقل تميزًا وينعكس ذلك أيضًا على شخصياتهم. هناك تحميل كثير حتى خلال المشاهد واللعبة عمومًا رتمها بطيء.,31
Matterfall,4614,"Matterfall has tried to integrate classic two-dimensional shooting and platform jumping games, and offered a good gameplay style, but despite the powerful abilities and weapons used by Avalon, although you will often feel weak and nervous at other times of the game's difficulty, you'd be better off adding a collaborative game to increase the fun but instead the studio gave you the ability to compare yourself with your friends and with everyone else who plays the game on a world scale to get to know your results in order, making you want to keep coming back to the game's ever-flatter world.",9.0,Neutral,IGN,Shooter,,حاولت لعبة Matterfall أن تدمج بين ألعاب التصويب ثنائية الأبعاد الكلاسيكية وألعاب القفز على المنصات، وقدمت أسلوب لعب جيد، ولكن على الرغم من القدرات القوية والأسلحة التي تستخدمها Avalon إلا أنك ستشعر بالضعف في كثير من الأحيان والعصبية في أحيان أخرى من صعوبة اللعبة، كنت أفضل إن تمت إضافة طور لعب تعاوني لزيادة المتعة ولكن عوضاً عن ذلك قدم الاستوديو إمكانية مقارنة نتائجك مع أصدقائك ومع جميع من يلعب اللعبة على مستوى العالم لتتعرف على ترتيبك عالمياً مما يجعلك تريد الرجوع للعبة باستمرار حتى تعتلي القمة.,101
MediEvil,8080,"The game world is very different from games that offer the same style of play, the world is always dark and most stages are deserted whether you are in a cemetery, cave or in homes, the stage is always deserted and dark and adds a distinctive character to the game world. excellent variety of weapons and each weapon differs greatly from the other and some weapons are a certain weakness point for some enemies, if the enemy is quick to attack prefers to choose a long-range weapon such as a spear to fire arrows, or if the enemy is large and slow to move you can use a heavy hammer, and the feature is that all weapons have a certain limit of use before breaking down and have a distinctive feature to force you to vary between the game's advantage and the game's advantage.",6.0,TRUE,SaudiGamer,"Adventure, Action",,عالم اللعبة مميز بشكل كبير عن الالعاب التي تقدم نفس أسلوب اللعب، العالم دائما مظلم وأغلب المراحل تكون مهجورة سواء كنت بمقبرة أو بكهف أو في المنازل، دائما ما تكون المرحلة مهجورة ومظلمة وتضيف طابع مميز لعالم اللعبة. تنوع ممتاز بالأسلحة وكل سلاح مختلف بشكل كبير عن الآخر وبعض الأسلحة تكون نقطة ضعف معينة لبعض الأعداء، إذا كان العدو سريع الهجوم يفضل اختيار سلاح بعيد المدى مثل الرمح لإطلاق الأسهم، أو إذا كان العدو عملاق وبطيء الحركة بإمكانك استخدام المطرقة الثقيلة، والمميز أن تقريبا كل الأسلحة لها حد معين من الاستخدام قبل أن تنكسر وأراها خاصية مميزة لتجبرك على التنويع بين الأسلحة والمحافظة على سلاحك المفضل. اللعبة تقدم لك الحرية لاستكشاف المناطق السرية بكل مرحلة وتكافئك بشكل ممتاز في حال اكتشفت منطقة سرية، سواء من خلال ربحك الكثير من الكنوز أو بإعطائك درع أو سلاح نادر.,144
Mega Man 11,6208,"The game still retains the most important features of the series, namely the difficulty of the stages and the variation of their designs, and the challenge of moving from one region to the next with as little damage as possible, challenging the game allows you to continue playing and experimenting with different strategies. In each stage there is a leader before the main leader of the stage, and the beauty of the idea is that you will find the first leader possessing the characteristics of the last leader, but less so, the idea is to be fully prepared for the main leader as well as that fighting with the leaders still has the fun and challenge that you find in all the previous stages.",6.0,TRUE,SaudiGamer,"Platformer, Action",29.99,لازالت اللعبة تحتفظ بأهم مميزات السلسلة، وهي صعوبة المراحل واختلاف تصاميمها والتحدي للانتقال من منطقة للمنطقة القادمة بأقل ضرر ممكن، التحدي باللعبة يجعلك تستمر باللعب وتجربة استراتيجيات مختلفة. في كل مرحلة يوجد زعيم قبل الزعيم الرئيسي للمرحلة، والجميل في الفكرة هي أن الزعيم الأول تجده يمتلك بعد الخصائص للزعيم الأخير ولكن بشكل أضعف، الفكرة هي أن تكون على أتم استعداد للزعيم الرئيسي بالإضافة إلى أن القتال مع الزعماء لايزال يمتلك المتعة والتحدي الذي تجده بجميع الأجزاء الماضية. تصاميم المراحل جميلة ومميزة عن أغلب الأجزاء الماضية، تقريبا جميع المراحل تصميمها مقتبس من زعيم المرحلة وبعض المراحل التنقل يحتاج لسرعة استجابة أو قتل العديد من الأعداء، والبعض منها يتطلب الوزنية للتحكم بشخصيتك أثناء انتقالك بعالم المرحلة. من أهم العوامل التي تميز سلسلة Mega Man بعد مرور السنين هي الموسيقى باللعبة، الموسيقى في هذا الجزء لم تخيب الأمل وكانت كالعادة مميزه وتشدك لإكمال اللعب والدخول بأجواء عالمها المميز.,124
Mega Man 11,6208,"Some stages are too long to complete and feel repetitive during play, especially when playing with high difficulty and when playing the game repeatedly, you feel that the game's atmosphere begins to repeat itself dramatically unfortunately.",4.0,FALSE,SaudiGamer,"Platformer, Action",29.99,بعض المراحل طويلة أكثر من اللازم لإنهائها وتشعر بالتكرار أثناء اللعب، خاصة أثناء لعبك بالصعوبات العالية وأثناء تكرار موتك باللعبة تشعر أن جو اللعبة يبدأ بالتكرار بشكل كبير للأسف. عدم التنوع بالأعداء أثناء مغامرتك في وسط عالم اللعبة، تشعر بتكرارهم والبعض منهم يتكرر بجميع المراحل أياً كان تصميم المرحلة! من المتعارف عليه بسلسلة Mega Man هو أنه عند قتلك الزعيم الأخير للمرحلة تأخذ قدرته الخاصة وتستطيع استخدامها بمراحل مختلفة، المخيب في هذا الجزء من السلسلة أن القدرات ليست ذو أهمية مثل الأجزاء الماضية.. تقريبا تستطيع إنهاء اللعبة بالقدرة الأساسية من غير أي صعوبات!,36
Metal Gear Solid Delta: Snake Eater,18116,"There is an option to play in a corner that mimics the first version of the original game or a contemporary camera behind the character, as well as there are color-shifting filters, one of which makes it look like the original game that was dominated by zero. The great and exciting music gives the events extra weight and is the same as the original music except for the opening song that can be recorded from the original game.",6.0,TRUE,SaudiGamer,Action,13.0,الرسوم الجديدة تحيي رسوم اللعبة الأصلية، فهي بين كونها نسخة محسنة من الأصلية وكونها لعبة برسوم معاصرة، وتحافظ على كمية التفاصيل الكبيرة من اللعبة الأصلية. هناك خيار للعب بزاوية تحاكي الاصدار الأول من اللعبة الأصلية أو كاميرا معاصرة خلف الشخصية، وكذلك هناك فلاتر تغير الألوان وأحدها يجعلها تشبه اللعبة الأصلية التي كان يغلب عليها الصفار. الموسيقى رائعة وحماسية تعطي الأحداث وزنًا إضافيًا وهي نفس الموسيقى الأصلية عدا أغنية البداية التي أعيد تسجيلها من جديد. هي موسيقى ملحنة خصيصًا للعبة وعكس ألعاب المخرج الحديثة والتي تستخدم موسيقى مرخصة كثيرًا. القصة هي أحد العوامل الرئيسية التي جعلت اللعبة محبوبة طوال العشرين سنة الماضية، وتتناول أفكارًا مثل الولاء والخيانة والخلافة ولمن يكون ولاؤك وهل هناك عدو أبدي، على ظل أحداث الحرب الباردة بين أمريكا والاتحاد السوفييتي. المشاهد السينمائية متقنة ومثيرة ومفاجئة حتى، والشخصيات عميقة ويسهل التعلق بها مع أداء صوتي ممتاز (عدا البطل والذي يميل للدرامية والمبالغة أحيانًا). السلسلة تتميز دائمًا باحتوائها على ميكانيكيات مبتكرة وتفاصيل كثيرة، وعند مقارنتها ببعض الألعاب الحديثة قد تتفاجأ بتفوقها عليهم، خاصة التخفي والقتال والطرق المختلفة للوصول لنفس الهدف. سمة هذا الجزء البقاء والأدغال تقدم بيئة صعبة لكن مناسبة، فستستطيع التمويه بتغيير لون ملابسك وصبغة وجهك وعلاج وتغذية نفسك بالإسعافات الأولية والصيد. طول اللعبة لا يوحي بغنى محتواها وتنوعها بمعايير اليوم، لكن كلعبة من قبل عقدين فتحوي محتوى ألعاب معاصرة طولها أضعاف طول هذه اللعبة لكن بدون الحشو الذي اعتدنا عليه مؤخرًا. قتال الزعماء أيضًا ممتاز وهناك دائمًا فكرة خلف كل زعيم وطرق مبتكرة لهزيمتهم فيصبح كل زعيم اختبارًا لمهاراتك وأيضًا لغزًا تحله. ربما أكثر ما يميز هذا الاصدار هو أنه حسن نقاط كثيرة دون أن يمس تصميم أو ميكانيكيات اللعبة، وينطبق ذلك أيضًا على القصة والحوارات والموسيقى. كاميرا محسنة من تلك في Subsistence وتحكم اختياري عصري وتحميل أسرع واختصارات لبعض الأمور مثل التمويه فقط. كثيرًا مانرى نسخ محسنة لألعاب ممتازة لكنها ليست بديلًا للعبة الأصلية بسبب تغييرها لأمور قد يراها البعض جوهرية، لكن هذا الاصدار بديل مناسب وممتاز للعبة الأصلية.,78
Metal Gear Solid Delta: Snake Eater,18116," The version does not contain any new additions compared to the original version the game is considered relatively simple compared to existing games.",4.0,FALSE,ArabHardware,Action,13.0,النسخة لا يوجد بها أي إضافات جديدة بالمقارنة بالنسخة الأصلية اللعبة تعتبر بسيطة نسبيًا بالمقارنة بالألعاب الموجودة حاليًا,23
Metal Gear Solid Delta: Snake Eater,18116,"The game's story is entertaining and with lots of exciting moments, the game still offers a fun style of play after all these years of excellent technical performance.",9.0,TRUE,ArabHardware,Action,13.0,قفزة رسومية مُبهرة قصة اللعبة ممتعة وبها الكثير من اللحظات المثيرة مازالت اللعبة تقدم أسلوب لعب ممتع بعد كل هذه السنوات أداء اللعبة التقني ممتاز النسخة تأتي بسعر مقبول جدًا الكاميرا الجديدة إضافة مميزة جدًا,28
Metal Gear Solid Delta: Snake Eater,18116,"Performance is sometimes fluctuating and some effects, such as fire, are not continuous.",4.0,FALSE,SaudiGamer,Action,13.0,الأداء متذبذب أحيانًا وبعض المؤثرات مثل النيران غير سلسلة.,13
Metal Gear Solid: Master Collection Vol. 1,15162,"The technical improvements are slight, the first part works on what appears to be a simulation and the game does not look different from the original PlayStation 1 version, while the second and third parts have been upgraded from 720p to 1080p compared to the HD Collection versions released on the Xbox 360 and PlayStation 3 12 years ago.  Although they contain elements from the Substance and Subsistence versions such as the free camera in the third and the Snake Tales missions in the second, there is a lot of original content not included, such as the skating stage in the second and the monkey hunting and feature film scenes such as the movie in the third.",4.0,FALSE,SaudiGamer,Action,,التحسينات التقنية طفيفة، فالجزء الأول يعمل على مايبدو عن طريق محاكي واللعبة لاتبدو مختلفة عن نسخة البلايستيشن 1 الأصلية، بينما الجزء الثاني والثالث تم رفع الدقة من 720p إلى 1080p مقارنة بنسخ HD Collection والتي صدرت على الاكسبوكس 360 والبلايستيشن 3 قبل 12 سنة. بالرغم من كونها تحتوي على عناصر من إصدارات Substance و Subsistence مثل الكاميرا الحرة في الثالث ومهمات Snake Tales في الثاني إلا أن هناك الكثير من المحتوى الأصلي غير المشمول، مثل مرحلة التزلج في الثاني وصيد القرود وخاصية عرض المشاهد السينمائية مثل الفلم في الثالث.,117
Metal Gear Solid: Master Collection Vol. 1,15162,"The three main Metal Gear Solid 1-3 games are classic masterpieces, with the first part laying the foundation from a story of intrigue, deception, and sound performance that we didn't know at the time to details and variety of gameplay and magic music. The second part complements this and offers an obsession with detail (such as ice cubes melting realistically over time or soldiers can disable their radios to prevent them from asking for help) and evolves to play with a story of analytical debate to this day. Finally, the third part conveys events back into the past and presents an epic story, although the treatment and changing of the narrative through lists slightly spoils the gameplay.",6.0,TRUE,SaudiGamer,Action,,الثلاث ألعاب الرئيسية Metal Gear Solid 1-3 هي تحف كلاسيكية، فالجزء الأول وضع الأساس من قصة ذات مؤامرات وخيانات وأداء صوتي لم نعتده ذاك الوقت إلى تفاصيل وتنوع باللعب وموسيقى ساحرة. الجزء الثاني أكمل على ذلك وقدم هوس بالتفاصيل (مثل مكعبات ثلج تذوب بشكل واقعي مع الوقت أو جنود تستطيع تعطيل راديوهاتهم لمنعهم من طلب المعونة) وتطور للعب مع قصة لازالت محل نقاش إلى يومنا هذا. أخيرًا الجزء الثالث نقل الأحداث إلى الماضي وقدم قصة ملحمية وإن كان العلاج وتغيير التنكر عن طريق القوائم يفسد رتم اللعبة قليلًا. هناك كم كبير من المحتويات الإضافية مثل روايتين مصورتين صدرتا كلعبة PSP و DVD بنسختين يابانية وانجليزية، و ٦ نسخ مختلفة من الجزء الأول و٢ للجزء الثاني و٣ للثالث، بالإضافة إلى ٢٠ مقطوعة موسيقية من السلسلة. الحزمة تشمل أيضًا لعبتي Metal Gear و Metal Gear 2 على MSX، وكذلك الجزء الأول على NES وجزء Snake&#8217;s Revenge والتي لم يعمل عليهما كوجيما. كذلك لكل لعبة من ألعاب كوجيما الخمس هناك كتيب بكامل الحوارات (حتى محادثات codec) وكتيب مصور يحكي تاريخ الجزء. الإضافات هذه لوحدها دافع كبير لاقتناء الألعاب.,117
Metal Gear Survive,5410,"The balance in the game makes most of your time, especially in the beginning, be wasted on hunting and gathering water, which if you don't play these missions will make your character constantly exhausted. Hunger and thirst affect your blood and mind, and if you end up dying and returning to your last storage or losing all of your collection at your place of death and returning to the base. Survival games usually focus on remaining complete, but these missions with the element of harsh survival are more challenging, not requiring attention, but rather the element that will affect your thinking. Most of the missions are simple and will take a long time if you are on the lists and in your management, and in order to get the game's game's gameplay to work, the game's game's rules and rules are to be followed, and in order to get the game's gameplay to work, the game's rules and rules are to be followed, and the game's rules and rules are to be followed, and the game's rules and rules are to be followed, and even the game's rules and rules are to be followed when you want to make the game's game's gameplay easier and more convenient.",4.0,FALSE,SaudiGamer,"Strategy, Shooter, Adventure, Action",29.99,التوازن في اللعبة يجعل معظم وقتك، خاصة في البداية، يضيع في الصيد وجمع المياه، والتي إن لم تعقمها تجعل شخصيتك تستفرغ باستمرار. الجوع والعطش يؤثر على دمك ولياقتك وإذا انتهى تموت وترجع لآخر تخزين أو تفقد كل ماجمعته في مكان موتك وترجع للقاعدة. ألعاب البقاء عادة تركز على البقاء كاملًا، لكن هذه لعبة مهمات مع عنصر بقاء قاسي يميل لعدم المتعة أكثر من التحدي، فهو ليس عنصر تحتاج الانتباه له وإنما عنصر سيشغل جل تفكيرك. معظم المهام مكررة وبسيطة وستمضي وقتًا طويلًا في القوائم وفي إدارة مواردك، ولأن الأعداء لا يتفاعلون مع بعض فتصرفاتهم بسيطة ومتوقعة. كذلك الطور التعاوني يفتقد للتنوع في مهامه. اللعبة تتطلب الاتصال بالنت دائمًا حتى وإن كنت تريد فقط  لعبها لوحدك، وهناك عملة داخل اللعبة تستطيع شراءها وتساعد في تسريع تطور شخصيتك وإعطائك مميزات أخرى، مما يجعل شدة اللعبة وكأنها دافع لك لتدفع لتسهيل اللعبة. أخيرًا تحتاج الدفع إذا أردت حتى الحصول على ملف تخزين جديد لشخصية أخرى. القصة والشخصيات بسيطة وغير جذابة بحواراتها وميزانية اللعبة المنخفضة واضحة في المشاهد السينمائية وفي تصميم العالم الخالي والذي لا يحتوي على مثل القواعد المتشعبة التي كانت في الخامس. لسبب ما دقة الرسوم والأداء أقل من The Phantom Pain، خاصة عند دخول المنطقة المغبرة، ورسوم اللعبة غامقة عمومًا مقارنة بذاك الجزء خاصة أن جوعك يجعل اللعبة أغمق، وعمومًا الرسوم أقل مستوى من الجزء الخامس وإن بقيت من أفضل الألعاب رسومًا. عند اللعب أونلاين و البحث التلقائي على البلايستيشن ٤ أخذ الأمر وقتًا طويلًا وفي أحد المهام تم فقد الاتصال فور انتهاء المهمة وضاع المجهود. تغيير السيرڤرات من الشرق الأوسط إلى أوروبا قد يساعد في العثور على لاعبين أسرع لكن يقلل جودة الاتصال.,207
